rerid,speaker,intent,text
1,Teacher,200,student right passage only talking about 
1,Teacher,200,student what found moon there anything passage talks about oxygen 
1,Teacher,200,student lunar orbiter helped find water want look paragraph three 
1,Teacher,200,student what about water paragraph three 
1,Teacher,200,student what need find can't 
1,Teacher,200,student look paragraph 
1,Teacher,200,student fourth sentence look down four sentence 
1,Teacher,200,student right here ounces 
1,Teacher,200,student would though word water take surface which 
1,Teacher,200,student couldn't even describe would trucks trucks loads topsoil okay upload moon still would only fill glass 
1,Teacher,200,student would like look back student paragraph find 
1,Teacher,200,student answer 
1,Teacher,200,okay student correct nasa sand small machine look back student paragraph find name machine 
1,Teacher,200,okay anybody paragraph four word valuable actually beginning paragraph 
1,Teacher,200,student lunar orbiter different called lunar orbiter what 
1,Teacher,200,student discover water microscope 
1,Teacher,200,student look back paragraph second 
1,Teacher,200,sent orbiter look clues didn't talk anyone moon sent lunar look clues what find lunar orbiter 
1,Teacher,200,student lunar orbiter discovering orbiting looking around used investigate 
1,Teacher,200,student remind what investigating means 
1,Teacher,200,student good look clues order figure there water moon 
1,Teacher,200,also water firsthand what water student 
1,Teacher,200,able relate what student saying where lunar orbiter what actually discover water microscope what study water 
1,Teacher,200,student right discover water lunar orbiter okay someone raise student hand tell some other equipment we've talked about reading 
1,Teacher,200,student what we've talked about lunar lunar orbiter we've talked about microscope there other equipment they've talked about 
1,Teacher,200,student what read what read paragraph there other equipment discussed paragraph read 
1,Teacher,200,student exactly right send small machine know what small machine called 
1,Teacher,200,student okay want look back passage figure what small machine called 
1,Teacher,200,okay many guys looking word water passage 
1,Teacher,200,student whenever looking passage able read understand moon same thing water 
1,Teacher,200,lunar orbiter paragraph says look deposit large polar crater deposit very small answer help student 
1,Teacher,200,student look back text where text find word look word machine machine there 
1,Teacher,200,student exactly exactly back look text 
1,Teacher,200,student what looking 
1,Teacher,200,student asking text field like back text there's piece equipment used looking water right 
1,Teacher,200,student right exactly think microscope help look water while they're physically moon 
1,Teacher,200,student right look text lunar orbiter right 
1,Teacher,200,microscopes both there when talking specifically about finding water look back text find where says film equipment used find water moon yeah student 
1,Teacher,200,student back text look first part where they're talking about piece equipment 
1,Teacher,200,student they've talked about moon being desert right think there's water 
1,Teacher,200,student then looking what 
1,Teacher,200,student well looking water moon right 
1,Teacher,200,student what about lunar orbiter 
1,Teacher,200,student okay think little more about questions because says word essential student answer word equipment word water think about word before make answer 
1,Teacher,200,read said student said scientist used equipment like oxygen tanks question asking about what using moon something savanah 
1,Teacher,200,student what think microscope look really closely what think need look things really closely 
1,Teacher,200,student that's amazing really know what something microscope something really really really small right 
1,Teacher,200,student example think microscope 
1,Teacher,200,student read text 
1,Teacher,200,student even little more basic there what equipment talk about text what what what's getting used 
1,Teacher,200,very good very good glad student seeing take look back student no ice paragraph could some insight take back what sort equipment mentioned specifically paragraph 
1,Teacher,200,student also part getting moon about searching there we've whole elaborate backstory right what makes very interesting read 
1,Teacher,200,student while there some water there might whole might buckets buckets buckets oceans water 
1,Teacher,200,student make sure speaking nasa they're ones sent lunar orbiter right 
1,Teacher,200,student they're ones microscope look small small know article water when find moon know they're kind subject they're kind article talking about right 
1,Teacher,200,student that's part actually goes down look very closely need figure found water crater correct 
1,Teacher,200,student once take quick glance 
1,Teacher,200,student what find 
1,Teacher,200,student right what text tell about 
1,Teacher,200,student correct what's small machine called 
1,Teacher,200,student what nasa sent will look going help read okay nasa send small machine what just first little text tell 
1,Teacher,200,student right what called 
1,Teacher,200,student what about water split into 
1,Teacher,200,student what could possibly water used 
1,Teacher,200,nasa said small machine pulled from second paragraph everyone will look back second paragraph 
1,Teacher,200,discovered student later they're going other equipment right they've discovered water later study deeper 
1,Teacher,200,student into water right want look closely that's what passage says tell want look really closely paragraph three going need another tool called 
1,Teacher,200,student microscope microscope scientist using equipment 
1,Teacher,200,student scientists using equipment 
1,Teacher,200,student using microscope what microscope helping scientist 
1,Teacher,200,student right correct using microscope study look deeper into water first find water equipment small lunar orbiter that's what passage about 
1,Teacher,200,student then later passage learned used other equipment study water deeper 
1,Teacher,200,student where find passage 
1,Teacher,200,student well microscope able look microscopic things moon find water digging equipment 
1,Teacher,200,student right important thing separated oxygen astronaut could breathe also fuel hydrogen oxygen separate into atoms make fuel 
1,Teacher,200,student remember atmosphere what breathe oxygen and-- 
1,Teacher,200,student moon doesn't oxygen 
1,Teacher,200,student well rockets hydrogen will break into-- breaks down able make rocket fuel which help space rafts move like story like cars know 
1,Teacher,200,student helps student without student won't just like rocket fuel which made different strands hydrogen also some oxygen would fill tank move throughout space 
1,Teacher,200,student water heavy there water moon then wouldn't carry which would drain fuel supply would also take space spacecraft being able stop somewhere pick water better carry around time water heavy 
1,Teacher,200,student okay look look back reading says nasa send small machine called lunar orbiter investigate 
1,Teacher,200,student there isn't said didn't clearly there people there would assume well would just machine called lunar orbiter 
1,Teacher,200,student look back paragraph take moment look back paragraph 
1,Teacher,200,student then paragraph threee says found water found microscopic meaning super small microscope look 
1,Teacher,200,okay water paragraph okay what different form water there's different forms water there's frozen form what called student 
1,Teacher,200,student just different form just water different form frozen solid 
1,Teacher,200,student okay look back text real quick 
1,Teacher,200,student when discover something student correct doesn't doesn't discover 
1,Teacher,200,student right know people earth water live water moon 
1,Teacher,200,student don't worry about bringing water could just drink water moon stay hydrated 
1,Teacher,200,student second sentence correct right water broken down into parts hydrogen oxygen 
1,Teacher,200,student important what's reason would want break down what reason wanted break down water into hydrogen oxygen what could hydrogen oxygen 
1,Teacher,200,student look paragraph five 
1,Teacher,200,student could split water hydrogen oxygen rocket fuel that's could moon leave from moon right that's another reason water could such valuable commodity 
1,Teacher,200,student nope because we've more 
1,Teacher,200,student perfect okay want start looking over question paragraph okay look paragraph passage 
1,Teacher,200,anybody tell heard something sentences just read sounds like might answer question what equipment used 
1,Teacher,200,student okay what seeing paragraph three second sentence starts saying 
1,Teacher,200,student water found microscopic meaning wouldn't able looking straight student need scientific tool called microscope look really closely 
1,Teacher,200,student that's very good question what going considered look back little further before microscope 
1,Teacher,200,student perfect okay i'll read second sentence after tell what nasa send investigate tell what called 
1,Teacher,200,student know scientist back paragraph found there water moon because crater find crater remember happened just read little part 
1,Teacher,200,student about oxygen tanks find maybe another type equipment might used help find water moon 
1,Teacher,200,student says means moon still drier driest desert earth water found microscopic meaning wouldn't able even student looking straight 
1,Teacher,200,student there oxygen tanks microscope there that's what says 
1,Teacher,200,student well look first paragraph could read 
1,Teacher,200,student correct crater where full water water below crater 
1,Teacher,200,student student correct four glasses water water moon 
1,Teacher,200,student very much think could fill crater 
1,Teacher,200,student they're they're full there's such tiny amount water almost special tool 
1,Teacher,200,student student right lunar lunar orbiter find water moon find water little water 
1,Teacher,200,student think really great starting answers just want really work looking text little more make answers more complete built text al evidence reading 
1,Teacher,200,student think different strengths here just want really prac ice just like knowing content also being able skill backing responses text evidence from text 
1,Teacher,200,student okay think part what right isn't just about knowledge what learning 
1,Teacher,200,first thing want talk about when here group want think what question asking what what mean circle evidence yeah student 
1,Teacher,200,student lunar orbiter will land moon south pole look deposit large polar crater deposit very small scientist said lastudent moon surface would hold total about ounces water what deposit 
1,Teacher,200,student some really great responses going make sure answers proven from text 
1,Teacher,200,student text tells astronaut using water from moon need back into text figure think water moon could valuable 
1,Teacher,200,student well learn some more 
1,Teacher,200,thank joining small group table guys appreciate answers gave ahead review some things we've talked about 
1,Teacher,200,student well great know about space going specifically talk about moon water found moon 
1,Teacher,200,going look questions okay want just want guys look together deeper understanding reading passage 
1,Teacher,200,student want look deeper into question asked okay because struggled little giving specific answer question okay 
1,Teacher,200,everybody want challenge think about answer right find evidence text support answer student what's going 
1,Teacher,200,excited excited about space challenge back into reading think about response gave read discussion question student 
1,Teacher,200,student figure look back story figure more depth answer 
1,Teacher,200,student need every student classmate right explain need look another answer okay 
1,Teacher,200,wanted kind dive into here want make sure same page kind understanding test text full extent student 
1,Teacher,200,should look responses kind where grow where improve understanding article read about something really cool really excited talk guys about 
1,Teacher,200,student more specific response 
1,Teacher,200,student well together just looking article closely together 
1,Teacher,200,student just what take away from just reading then discussion just together just looking little reading together 
1,Teacher,200,student okay what wanted pull back here about because even though might information we've learned other places about space reading text specifically mission finding water moon correct 
1,Teacher,200,question what equipment used find water student found different types equipment used background knowledge that's exactly what question asking okay look deeper into question okay yeah 
1,Teacher,200,student want just thank much answers given here just clarify answer best work around arrive more suitable answer okay 
1,Teacher,200,left where trying actually locate answer from passage going just briefly recap looking word student 
1,Teacher,200,going focus elaborating answers okay okay okay alright concern while guys student text answer question 
1,Teacher,200,okay well going work together team answer question team effort just person answering okay 
1,Teacher,200,just diving deeper into text team everyone same page 
1,Teacher,200,student yeah what's some strategies find answer question knows strategy 
1,Teacher,200,student case that's what going take look student answers 
1,Teacher,200,student yeah well always good background knowledge space that's really cool student interested always learn names machine y things like that's read passage together hopes would learn more 
1,Teacher,200,student okay think just wanted just deeper discussion 
1,Teacher,200,student question what equipment scientist discover water feel like just wanted just discussion what thought answers 
1,Teacher,200,student okay student we've reading about water moon talked about moon desert going think little thorough okay know what thorough 
1,Teacher,200,student talking about moon desert right answered student questions going discuss understand questions going discuss listen friends responses 
1,Teacher,200,student okay going think strategies ways improve answer okay find word 
1,Teacher,200,student writing going help connect learn 
1,Teacher,200,student better okay want want process going 
1,Teacher,200,student reflect answer think improve response 
1,Teacher,200,student good thing here talk about information we've just read learning about 
1,Teacher,200,okay right great here's what guys going talk about skill skill circling underlining word from question text okay what question someone read 
1,Teacher,200,okay look back student answer real quick going through each student responses okay look student response first what 
1,Teacher,200,we've already read text about moon class just want talk guys about some student answers student questions discover more answers think more deeply about passage sound good guys student 
1,Teacher,200,student want really focus what says article today want learn more details about scientist especially moon 
1,Teacher,200,right student best answering question some really went into detail pulling specific sentences from text want specific answer remember discussion question is-- student 
1,Teacher,200,well that's very statement because don't even know about space space broad there's many unanswered questions think eager learn about didn't even know about water moon though might think might know some stuff sure there's something might could gain from think very beneficial student group 
1,Teacher,200,student going look some student answers ways could improve some some strengths many student answers 
1,Teacher,200,student yeah wonderful buddy going talk just little more about text evidence help questions want look question number 
1,Teacher,200,right probably extensive knowledge outer space through know stuff group focus 
1,Teacher,200,student extracting information from from informative text that's main goal what working together suppose will start 
1,Teacher,200,well sometimes feel student might some knowledge wasn't really covered inside text maybe student other friends group learn from 
1,Teacher,200,student work learn from each other kind discuss what we've read questions teacher name will gladly answer okay 
1,Teacher,200,really great responses reason kind small group kind build responses although asks what equipment scientist discover water moon there's little more could probably answers help better make sense 
1,Teacher,200,student well good what going today look article previous read called water moon going look discussion question regards what equipment scientist discover water moon 
1,Teacher,200,student what just kind around room just raise student hand i'll call then look student response kind figure where came response saying correct could little work will just kind raise student hand i'll call 
1,Teacher,200,student today what hope kind come together work some strategies kind hone answer specifically wanting okay 
1,Teacher,200,student well hope student right think through second question will able make sure understand kind really dive deeper into question find evidence from text sound good 
1,Teacher,200,because just yeah just looking space looking well read text just working group kind share knowledge each other okay 
1,Teacher,200,bits pieces there anybody want volunteer first where kind critique through answers look find maybe some more detail support answer 
1,Teacher,200,good seen student responses discussion question wanted talk about came know answers student 
1,Teacher,200,wanted over discussion question answer student 
1,Teacher,200,student great alright what talking about student student article student passage what equipment scientist discover water moon student talking about space 
1,Teacher,200,student reason looking back over student answers want help better understanding space exactly there water moon 
1,Teacher,200,want little deeper into question figure exactly what they're talking about expand some ideas y'all write down student answers 
1,Teacher,200,guys some really great work some good answer ch ice don't feel complete understanding what question asking firstly what want 
1,Teacher,200,student okay first want make sure clear understanding what question actually asking 
1,Teacher,200,student yeah well that's good corrected student answer going look going deeper together figure more precise answer something little more evidence okay 
1,Teacher,200,no ice changed student answer going hang like what changed student answer going some what thought student answer going help other people group same thought process okay 
1,Teacher,200,student okay when reading question found ke word trying find word back text know what answer give 
1,Teacher,200,okay well going work reading comprehension group 
1,Teacher,200,student today want work finding 
1,Teacher,200,student ke word questions help better answer questions 
1,Teacher,200,student think able work together kind pull resource there come right answer 
1,Teacher,200,going group learn together discuss what read 
1,Teacher,200,just group discussion we've read 
1,Teacher,200,okay well group help each other learn 
1,Teacher,200,student seems like some understanding what trying find quite there just what like like around read little little person time then going work through question together sound like plan 
1,Teacher,200,student fantastic love amount enthusiasm real quick before begin would like just address thing tell students whenever walk into classroom first time 
1,Teacher,200,student thing like mention students like mention well philosophy answering questions might weird thing hear like mistakes 
1,Teacher,200,that's weird thing hear teacher save right like mistakes student probably going hear many make mistakes student 
1,Teacher,200,guys bring back together group answers changed based student group discussion 
1,Teacher,200,want make sure everybody really good understanding lunar orbiter helped discover microscopic water 
1,Teacher,200,student okay well want focus student attention article just read going examine article determine scientist gone about finding water crater moon 
1,Teacher,200,student well guess what going learn some things today might find something didn't know 
1,Teacher,200,point group just elaborate more guys 
1,Teacher,200,just wanted talk about answers kind where guys student answers from 
1,Teacher,200,well collectively talk each other wanted aspect another persons answer well guys could totally about getting different parts 
1,Teacher,200,student what kind hoping from search text kind show what learned from text 
1,Teacher,200,group just going focus some things read change answers better reading sound good student 
1,Teacher,200,tweak little improve adjust student sentences just show understand what text saying just wanted guys examples exactly from text know guys easy time reading 
1,Teacher,200,okay well today going experiment different kinds groups know about space then maybe help student table mates probably don't know much sounds good student 
1,Teacher,200,good hear today group because going focus today's lesson which about scientific tool used moon 
1,Teacher,200,student other going talk about whether moon valuable resource people able live moon 
1,Teacher,200,there short reading gave guys questions just remind what questions i'll read loud guys first question what equipment scientist discover water moon student 
1,Teacher,200,okay we'll just work question number thank letting know guys will time write down student answers questions 
1,Teacher,200,class pulled into small group because think really good answering discussion question about water moon text want work each little more just make student responses more academic little longer student 
1,Teacher,200,going discussing trying expand more upon sentences would like just other passage student 
1,Teacher,200,think guys really great thinking while using text going around room give little feedback each student start 
1,Teacher,200,student know know about space isn't about learning about space about going work creating better responses when read text makes sense 
1,Teacher,200,student there's just things need work order create better responses better understanding text 
1,Teacher,200,here because concerns about each student guys's responses water moon passage going work improving student 
1,Teacher,200,student know about space doesn't really anything learning about space going about improving responses questions when read passage 
1,Teacher,200,reason five today because some concerns about student responses would like address improve guys better understand 
1,Teacher,200,#NAME?
1,Teacher,200,everyone today heard read water moon correct anyone everyone read want revise answers because understanding didn't deep deep understanding going today want one-- student 
1,Teacher,200,everyone today going revising answers from question what equipment scientist discover water moon 
1,Teacher,200,everyone good understanding reading want work answers just little because think getting little confused between aspects first before share answers student want independently minute look question 
1,Teacher,200,student well really want work because want hear what student answer want know what make even better 
1,Teacher,200,think maybe guys good understanding text think little deeper relate text student answers pull evidence from text 
1,Teacher,200,student from reading 
1,Teacher,200,student however think important sometimes even know material think good work word things just really working answering questions skills really helpful 
1,Teacher,200,student true however today using science 
1,Teacher,200,student drive reading skills actually going using science reading about science about 
1,Teacher,200,guys done going using reading 
1,Teacher,200,student going reviewing responses questions 
1,Teacher,200,student actually going using reading work reading skills going learning also- about science 
1,Teacher,200,student also going learning work reading writing skills 
1,Teacher,200,student work break down questions such 
1,Teacher,200,student think more work answers make little more expectation using specific language 
1,Teacher,200,text uses well just working writing skills like said student earlier just working science skills also working reading writing skills 
1,Teacher,200,yeah also using today only reading help know little more about space like student knows about 
1,Teacher,200,student also going using reading learn prac ice reading writing skills understanding break down 
1,Teacher,200,student information might even know about stuff 
1,Teacher,200,just want make sure everybody using right language everybody understands find find evidence answer such student student hand well 
1,Teacher,200,student about right wrong here right about building response strengthening text al evidence looking ideas question 
1,Teacher,200,like where where found answer text student 
1,Teacher,200,student read line where found story what 
1,Teacher,200,yeah student more about where found text said 
1,Teacher,200,student read article because sure really need answer because circled same 
1,Teacher,200,student chance back look find same answer find something different 
1,Teacher,200,student maybe other equipment might used just find oxygen excuse just find water moon what some other points made passage read what some other points made 
1,Teacher,200,what makes think student based passage what makes think evidence convincing 
1,Teacher,200,student tell read paragraph where says 
1,Teacher,200,student scientists equipment like oxygen tanks where find evidence 
1,Teacher,200,student where paragraph talk about scientist equipment like oxygen tanks 
1,Teacher,200,student great tell where what found 
1,Teacher,200,student talk about student answer said scientist found crater full water moon what paragraph tell happened 
1,Teacher,200,student help find passage where talks about oxygen tanks 
1,Teacher,200,that's right good lunar orbiter tell what paragraph found student 
1,Teacher,200,student find answer text 
1,Teacher,200,told circled same answer student want challenge find text where says where talks about microscope because 
1,Teacher,200,coming back what student told about look discover that's little confusing which verb using paragraph look discover 
1,Teacher,200,student where reading find some evidence answer question 
1,Teacher,200,will refer back student article back student reading would love know where think might find answer equipment discover water student student hand 
1,Teacher,200,student could please read paragraph read sentence where think answers question about what kind equipment using discover water 
1,Teacher,200,wonderful okaystudent answer change would would answer still believe paragraph three 
1,Teacher,200,student think moon moon very 
1,Teacher,200,student find crater full water just looking water find 
1,Teacher,200,perfect student where tell what paragraph found 
1,Teacher,200,student just provided microscope look really closely what looking closely good though 
1,Teacher,200,right well think about student should look very closely water molecules without microscope 
1,Teacher,200,student where read text 
1,Teacher,200,student responses front curious know what evidence circle tech going around would like share evidence used student start 
1,Teacher,200,student what evidence 
1,Teacher,200,student what evidence circle 
1,Teacher,200,student what evidence circle help answer 
1,Teacher,200,want hear from student really quicklywhat evidence find able circle specific evidence text help 
1,Teacher,200,what name small machine anybody know 
1,Teacher,200,student what piece evidence thought about some evidence said water could valuable 
1,Teacher,200,water split different elements right student where find text 
1,Teacher,200,student good okay where find text talked about microscope 
1,Teacher,200,student that's okay could read sentence thinking tell that's where found student answer 
1,Teacher,200,student where found student answer 
1,Teacher,200,student that's paragraph talk about piece equipment used 
1,Teacher,200,student there other equipment think used discover water could look back text think about what actually discovered water moon 
1,Teacher,200,student know what small machine called 
1,Teacher,200,student right what what part text read gave impression 
1,Teacher,200,well student answer says microscope look really closely what looking closely what focus like looking something really small really student 
1,Teacher,200,student could what something moon could look moon said moon desert what else could look desert 
1,Teacher,200,well didn't student answer wrong technically correct send small machine what kind small machine send tell student 
1,Teacher,200,student okay what small machine called 
1,Teacher,200,student remember what small machine called 
1,Teacher,200,student found some more details reading about what machine called 
1,Teacher,200,no ice student said nasa sent small machinelook back text recall what name small machine nasa sent 
1,Teacher,200,student looking paragraph moment specifically answer question what name small machine nasa sent investigate 
1,Teacher,200,student where article doesn't talk about oxygen tanks 
1,Teacher,200,student okay from student text says would need what water 
1,Teacher,200,student okay student want talk microscope what paragraph reading talk about microscope 
1,Teacher,200,student what happened study small deposit 
1,Teacher,200,student figure what name small machine 
1,Teacher,200,student just into more detail about what else what other equipment might used other just microscope 
1,Teacher,200,student right what nasa send order microscope 
1,Teacher,200,what guys think about where evidence might help question 
1,Teacher,200,anybody remember what name machine called 
1,Teacher,200,student okay understand what equipment used 
1,Teacher,200,student also read paragraph what else what other equipment should other tool 
1,Teacher,200,student what else read 
1,Teacher,200,student what tell from information just gave what other tool might using learn about water moon 
1,Teacher,200,student tell needed microscope find water 
1,Teacher,200,student deposits very small seem like water little water 
1,Teacher,200,student using equipment what 
1,Teacher,200,student right microscope discover water 
1,Teacher,200,student that's right where find passage show where found 
1,Teacher,200,student investigate right investigate evidence what using investigate evidence 
1,Teacher,200,student what some things water could used moon like says paragraph four five 
1,Teacher,200,look back some details student 
1,Teacher,200,student right actually discover water moon 
1,Teacher,200,student right mention paragraph 
1,Teacher,200,student didn't find student answer from paragraph 
1,Teacher,200,student what lame lunar orbiter keep sentence 
1,Teacher,200,student where water when heavy read sentence 
1,Teacher,200,student here's find specifically where water heavy 
1,Teacher,200,student what what small machine called 
1,Teacher,200,student good said sent machine what machine 
1,Teacher,200,student okay said lunar orbiter look what deposit 
1,Teacher,200,student talk about much water find 
1,Teacher,200,student whole machine given name place where given name 
1,Teacher,200,student choose tags 
1,Teacher,200,student what else think would looking moon 
1,Teacher,200,student okay what reading tell possibly could oxygen tanks what tell story 
1,Teacher,200,student where pull oxygen tanks from text discovering water 
1,Teacher,200,student well said scientist equipment like oxygen when responding what equipment scientist discover water moon where find student answer from text which paragraph 
1,Teacher,200,student right when student looking what type machine stuff look water when student looking three paragraph where where would find information paragraph specifically 
1,Teacher,200,student word would paragraph just skimming 
1,Teacher,200,student okay what what what kind evidence circle text 
1,Teacher,200,student said sent small machine what what piece evidence circle 
1,Teacher,200,student okay well what paragraph think find 
1,Teacher,200,student talked about astronaut water stay hydrated like said cannot survive without water where come answer find answer 
1,Teacher,200,student what looking closely 
1,Teacher,200,student alright look student paragraph three where talk about discover there 
1,Teacher,200,student good okay talked about nasa sending small machine look back text what send small machine 
1,Teacher,200,student teacherbut what equipment think used find what read article about equipment used 
1,Teacher,200,student find text there back text where found 
1,Teacher,200,student what lunar orbiter 
1,Teacher,200,student investigate what discover when used small machine investigate what discover 
1,Teacher,200,student look what look things 
1,Teacher,200,okay that's very goodstudent where found student evidence well 
1,Teacher,200,student okay sent small machine where 
1,Teacher,200,student that's type equipment what else equipment what 
1,Teacher,200,student masks suits mentioned anywhere article 
1,Teacher,200,student look sentence where found small machine ahead read whole sentence where small machine included 
1,Teacher,200,want guys take second locate 
1,Teacher,200,text where found small machine microscope want guys tell what paragraph text small machine microscope 
1,Teacher,200,student oxygen tanks okay ahead locate well 
1,Teacher,200,student look microscope find where find microscope there 
1,Teacher,200,yeah student where find student answer lunar orbiter text find 
1,Teacher,200,student only paragraph provides convincing evidence 
1,Teacher,200,student where else somebody found something that's convincing evidence 
1,Teacher,200,student what what what parts going used going oxygen going hydrogen 
1,Teacher,200,where student answer from student 
1,Teacher,200,student where find student answer 
1,Teacher,200,student from passage because mentioned oxygen tanks other things from passage what some specific pieces equipment passage 
1,Teacher,200,student used microscope look closely what send moon 
1,Teacher,200,student said scientist lots equipment like oxygen tanks what using 
1,Teacher,200,student very good find answer look back text using student ke word 
1,Teacher,200,gotcha want everyone take second into reading circle where found student answer 
1,Teacher,200,okay student where find text support student answer 
1,Teacher,200,student would like know found student answer 
1,Teacher,200,okay student underline paragraph 
1,Teacher,200,okay student underline paragraph 
1,Teacher,200,student where come student answer 
1,Teacher,200,student said nasa sent small machine could tell maybe what small machine where found expert except story 
1,Teacher,200,favor look back student text help understand what conclusion what made need scientific lly tool called microscope fact everybody look back text where found student answer help understand what what conclusion when each person 
1,Teacher,200,student found 
1,Teacher,200,student ahead read where passage 
1,Teacher,200,student favor back into text help understand what student conclusion 
1,Teacher,200,student sure favor which paragraph find information about crater 
1,Teacher,200,student would mind going back text finding while student looking 
1,Teacher,200,student help help student asked find where found student information text where'd 
1,Teacher,200,student ahead refer text find text al evidence support fact need small machine 
1,Teacher,200,student well think could maybe find what machine student talking about inside student text 
1,Teacher,200,student tell where text said there crater full water moon 
1,Teacher,200,okay going coming miss student said sent small machine send small machine find paragraph sent small machine what used 
1,Teacher,200,student okay yeah okay would mind reading section passage where found answer 
1,Teacher,200,could share student section mentioned tool 
1,Teacher,200,student want describe where text found 
1,Teacher,200,student okay what text makes think 
1,Teacher,200,student find evidence using masks suits text 
1,Teacher,200,student student response question said need scientific tool called microscope look really closely what 
1,Teacher,200,student using microscope piece equipment 
1,Teacher,200,student where text find nasa sent small machine 
1,Teacher,200,student ready remove show evidence could 
1,Teacher,200,question what equipment scientist discover water moon talked about nasa send something there place text where found student 
1,Teacher,200,going each question question where reference test text from student answer answer question question student 
1,Teacher,200,student easy don't start where find student answer text 
1,Teacher,200,student questions asking student answer where refer text where student answer from text 
1,Teacher,200,thank alright student nasa sent small machine where find text 
1,Teacher,200,right awesome thank alright student student answer scientist found crater full water moon where find chat 
1,Teacher,200,right thank student where find student answer text 
1,Teacher,200,student where where find text 
1,Teacher,200,student yeah totally agree want point exactly where text found answers 
1,Teacher,200,just second student find where microscope text 
1,Teacher,200,student find because don't think robot part there that's okay 
1,Teacher,200,awesome alright student where find information about microscope text 
1,Teacher,200,student really didn't know from passage 
1,Teacher,200,student said water heavy good don't carry ships an more part about water being heavy from passage 
1,Teacher,200,student want give specific detail from text about think lunar orbiter 
1,Teacher,200,student listen show where found tell where 
1,Teacher,200,student ready what made choose answer tell evidence from book made think 
1,Teacher,200,student read article 
1,Teacher,200,student where specifically paragraph three 
1,Teacher,200,student could share where found where read just read student answer scientist found crater full water moon could like just show 
1,Teacher,200,said same answer student want explain little what found when student reading 
1,Teacher,200,student point where found 
1,Teacher,200,student just wondering more specifically what small machine know used small machin like tell text where text 
1,Teacher,200,student back right look responses think about what said think about chose things find part text tells 
1,Teacher,200,student what student thoughts going support student thoughts 
1,Teacher,200,student find part story could quote said anything about oxygen tanks 
1,Teacher,200,when student found look text reread no ice said scientific tool 
1,Teacher,200,good right going call student first talk aboutanswer told nasa send small machine where information 
1,Teacher,200,student tell where passage found answer where from 
1,Teacher,200,student show where found 
1,Teacher,200,good studentsaid scientist found crater full water moon like very true just tell little more about where text said 
1,Teacher,200,student show where text found answers 
1,Teacher,200,student read sentence 
1,Teacher,200,student lunar orbiter great read sentence where find 
1,Teacher,200,student perfect remember where found 
1,Teacher,200,student yeah mentioned scientist looked student tool called microscope wondering could some text evidence proves where text there quote remember 
1,Teacher,200,student text evidence from student response said nasa send small machine read about 
1,Teacher,200,student said student need scientific tool called microscope also said circle same thing where text point just everyone's same page 
1,Teacher,200,like focus first said there sufficient evidence would student what part text makes think water would valuable resource 
1,Teacher,200,student based text what makes believe water could valuable resource 
1,Teacher,200,okay student saying found student evidence somewhere else text where find student evidence 
1,Teacher,200,student text where find student evidence isn't necessarily important long back 
1,Teacher,200,student where find know find text 
1,Teacher,200,yeah really good point know when answer want guys think where found know where found because want bring information from text where think found 
1,Teacher,200,student number point like microscope part where 
1,Teacher,200,student there anything more specific want pull from answer text 
1,Teacher,200,student find crater what part text from 
1,Teacher,200,student find anywhere specifically text 
1,Teacher,200,student good text where find text what made choose student response 
1,Teacher,200,student alright text find answer what made choose answer question 
1,Teacher,200,student right very true want walk through where found answer 
1,Teacher,200,student paragraph five find 
1,Teacher,200,student just want work kind find example text know where text 
1,Teacher,200,student think equipment like oxygen like oxygen oxygen tank 
1,Teacher,200,student look back into reading anything about microscope section tell which section like they're numbered know don't look back 
1,Teacher,200,student don't that's okay 
1,Teacher,200,student awesome from second sentence paragraph five correct 
1,Teacher,200,student question there anything about using water growing things moon article remember kind just thinking things water earth 
1,Teacher,200,student right what's what's text al evidence support 's claim main idea first paragraph scientist found lots water moon 
1,Teacher,200,student point some evidence text tells astronaut will able into space water space hips anymore 
1,Teacher,200,student very good could saying there anything more text says about water heavy 
1,Teacher,200,student find compelling evidence water would valuable 
1,Teacher,200,student pretty cool back text reread part toxin talks about gives information about hydrogen oxygen being used fuel there anything around know would useful astronaut 
1,Teacher,200,student tell where story believe just just need actual text please 
1,Teacher,200,student good glad able connect prior experience relate what talking about text anything text about things 
1,Teacher,200,student just need write down where found student answer 
1,Teacher,200,student then want tell where find evidence okay 
1,Teacher,200,student answer like student answer text okay 
1,Teacher,200,what details text what specific equipment mentioned text scientist used discover water student 
1,Teacher,300,awesome so Farrah and STUDENT get awesome points for circling the parts in the text prompt because that was the the direction so A+direction for following points
1,Teacher,300,"amazing yeah I love that and and I love that you are you agree with Farrah and you're adding more to the answer and together, you guys have collaborated on Even better answer"
1,Teacher,300,"and I love that you guys are really using the reading and pointing to specific parts and sentences in the reading to help equipment that allow us to discover water on the moon You come up with your answer and I think we already, so now we have identified two different equipments and you guys were able to build on each other's answers to"
1,Teacher,300,"yeah and you pulled out something very specific and you found another piece of equipment that was method mentioned in the text, which is very good, as well"
1,Teacher,300,I love that you brought in that background knowledge STUDENT that fact about some about the scientists and astronauts needing those oxygen tanks that's really awesome background knowledge
1,Teacher,300,"Okay, so you read it in the story I love that you found it in the story"
1,Teacher,300,yeah so I love that you picked up on the microscope because it's really important when we're thinking about the word microscopic
1,Teacher,300,yeah so STUDENT I love what you know about NASA and you're using evidence from the reading
