intent,actor,turn,text
120.3,Jazmin,,Sure
120.3,Jazmin,, Okay
120.3,Jazmin,," I said, astronauts can drink the water and stay hydrated"
120.3,Jazmin,, Okay
120.3,Jazmin,,Cuz my answer
120.3,Jazmin,, You can't survive without water
120.3,Jazmin,, And then in the paragraph number four
120.3,Jazmin,, It says future astronauts could drink this water
120.3,Jazmin,, NASA sent a small machine called the Lunar Obriter to investigate
120.3,Jazmin,,Let's see
120.3,Jazmin,, I can read paragraph 2
120.3,Jazmin,,Yeah
120.3,Jazmin,,My answer came from paragraph two
120.3,Jazmin,, I still don't understand why my answers wrong
120.3,Jazmin,,"Okay, so in paragraph two, NASA sent a small machine called a lunar orbiter to investigate"
120.3,Jazmin,,"Reach Every Reader:Okay, the question was what equipment did scientists use to discover water on the moon"
120.3,Jazmin,, Number three
120.3,Jazmin,,Sure
120.3,Jazmin,, Okay
120.3,Jazmin,,"Okay, well I got my answer from paragraph to I don't know what's wrong with mine"
120.3,Jazmin,,"Okay, it says what equipment did scientists use to discover water on the moon"
120.3,Jazmin,,"Well, I was just when you say I wasn't sure why"
120.3,Jazmin,, This is that a good answer
120.3,Jazmin,,"I will, I will just be about, like, I was wondering if this was maybe the answer is NASA use a small machine to get to the water"
120.3,Jazmin,," The water they found is microscopic you wouldn't be able to see it if you were looking straight at it, you need a scientific to call the microscope to look really closely"
120.3,Jazmin,, That means the moon is still drier than the driest desert on Earth
120.3,Jazmin,,"So, let's see paragraph three"
120.3,Jazmin,,"The lunar orbiter, in paragraph twol"
120.3,Jazmin,,Um
120.3,Jazmin,,NASA small machine called a lunar orbiter to investigate
120.3,Jazmin,,yeah
120.3,Jazmin,,"Yes, out loud"
120.3,Jazmin,,"Okay, the second sentence on this lunar orbiter looks for ice deposit handle large polar crater"
120.3,Jazmin,,NASA sent a small machine called the Lunar orbiter to investigate
120.3,Jazmin,,yeah it says NASA sent a small machine called a lunar orbiter to investigate this lunar orbiter line at the south Pole and look for ice deposits and a large polar crater
120.3,Jazmin,,NASA sent a small machine called a lunar orbiter to investigate
120.3,Jazmin,,"Yes, NASA sent a small machine called a lunar orbiter to investigate"
120.3,Jazmin,,go right ahead
120.3,Jazmin,,harvard
120.3,Jazmin,,teachtoreacheveryreader@gse
120.3,Jazmin,,edu: I understand why my answer is wrong
120.3,Jazmin,,teachtoreacheveryreader@gse
120.3,Jazmin,,harvard
120.3,Jazmin,,edu: Oh yeah I could I could write the whole sentence nasa's into small machine called a lunar orbiter to investigate that is that right
120.3,Jazmin,,edu: What equipment that scientists use to discover water on the moon
120.3,Jazmin,,harvard
120.3,Jazmin,,teachtoreacheveryreader@gse
120.3,Jazmin,,RER: NASA sent a small machine called a lunar orbiter to investigate
120.3,Jazmin,,It says NASA such a small machine called a lunar orbiter to investigate
120.3,Jazmin,,Is lunar orbiter looks for ice deposits in a large polar crater
120.2,Jazmin,,"Yes, I think it was a small machine"
120.2,Jazmin,, And what is valuable because you need it to drink
120.2,Jazmin,,"Well, um, it says that there's water on the moon"
120.2,Jazmin,,"Yeah, I think so"
120.2,Jazmin,,A scientist sent the orbiter to discover water on the moon
120.2,Jazmin,,"Yes, we did, we all, yeah"
120.2,Jazmin,,A small machine
120.2,Jazmin,,Excuse me
120.2,Jazmin,,Yeah
120.2,Jazmin,,"Okay Luis It says, NASA send the small machine called a lunar orbiter to investigate"
120.2,Jazmin,,i'm
120.2,Jazmin,,To find water on the moon?
120.2,Jazmin,,I don't understand why my answer is wrong
120.2,Jazmin,,"Agile Teacher Lab: yeah and so i'm just wondering, because I know that's the question and my answer was NASA send a small machine and X equipment and I don't understand why my answer is wrong"
120.2,Jazmin,,"Agile Teacher Lab: Okay, I got NASA sent a small machine and I found my evidence at the beginning of paragraph two"
120.2,Jazmin,,"and wait I just so with with my answer about the machine, why what- I still don't get why I was wrong"
120.2,Jazmin,, I said NASA sent a small machine
120.2,Jazmin,,I forgot again oh man hold on
120.2,Jazmin,,get them on
120.2,Jazmin,,yeah I said NASA sent a small machine
120.1,Jazmin,,"Oh, oh, I didn't even I didn't actually say that they said, I just said that they sent a small machine"
120.1,Jazmin,,Me? What do I think?
120.1,Jazmin,, Okay
120.1,Jazmin,, I'm not really sure
120.1,Jazmin,,Number three
120.1,Jazmin,,I wasn't sure
120.1,Jazmin,," Like, why my answer was wrong"
120.1,Jazmin,,"Like, what is the machine?"
120.1,Jazmin,,Small machine is it's called a lunar orbiter
120.1,Jazmin,,"Well, I was wondering"
120.1,Jazmin,,"Ah I'm sorry, Mr"
120.1,Jazmin,," I don't understand why my answers wrong, too"
120.1,Jazmin,, Teacher
120.1,Jazmin,,Because it would mean more room on the spacecraft for people and things
120.1,Jazmin,,Yet so basically so and Luis was sharing his answer about how water can be split into two parts into oxygen and hydrogen
120.1,Jazmin,,The principal doesn't like us to do thumbs up
120.1,Jazmin,,Excuse me
120.1,Jazmin,,Water is a valuable resource
120.1,Jazmin,,"Yeah, I think that we would need the small machine that they sent up into space and I think, I guess I'm confused, like why is my answer wrong?"
120.1,Jazmin,,"Well, I don't understand why my answer is wrong"
120.1,Jazmin,,I circled equipment
120.1,Jazmin,,"How did you know that we should put the microscopic part in the answer remember when I was saying, like i'm trying to figure out"
120.1,Jazmin,,What?
120.1,Jazmin,,well
110.4,Jazmin,,RER: It is a lunar orbiter
110.4,Jazmin,,Yeah
110.4,Jazmin,,Fortunate we have to go to our next class
110.4,Jazmin,, It was really fun to work with
110.4,Jazmin,, Thank you
110.4,Jazmin,," But before we go, I just wanted to thank you so much for working with us"
110.4,Jazmin,, This was really interesting
110.4,Jazmin,," like, why my answer is wrong"
110.4,Jazmin,,I'm still looking
110.4,Jazmin,,"Well,"
110.4,Jazmin,,"And I just, I'm still kind of confused about how to how to structure the answer so that it's a better answer"
110.4,Jazmin,,I was thinking discover
110.4,Jazmin,,Great
110.4,Jazmin,,Okay
110.4,Jazmin,, So I think that's what they said discovered the water
110.4,Jazmin,,"That's what, that's what I think cuz is like investigate's like discover"
110.4,Jazmin,,Which unfortunately we have to go to our next class
110.4,Jazmin,, Thank you so much
110.4,Jazmin,," But before we go, I just wanted to thank you for working with us a lot of fun"
110.4,Jazmin,,"Um, that future astronauts could drink the water"
110.4,Jazmin,,"Well, I guess, I'm not sure, I guess think about it"
110.4,Jazmin,,Ice deposits
110.4,Jazmin,,Good split it in two parts
110.4,Jazmin,,"Oh, OK"
110.4,Jazmin,,"That I guess I still don't know how come I'm in the group kiss my answer was right, I got it from the right place"
110.4,Jazmin,,harvard
110.4,Jazmin,,"edu: Ok, um NASA sent a small machine called the Lunar orbiter"
110.4,Jazmin,,teachtoreacheveryreader@gse
110.4,Jazmin,,Oh that's it?
110.4,Jazmin,,"Okay, that makes sense because"
110.4,Jazmin,," It was NASA send a small machine, but I was like why why is my answer wrong"
110.4,Jazmin,,so my answer with this
110.4,Jazmin,,"OK, so that's what I should say? NASA sent a lunar orbiter to investigate the moon?"
110.4,Jazmin,,Okay
110.4,Jazmin,, And then the microscopic word?
110.4,Jazmin,,Lunar Orbiter
110.4,Jazmin,,"Oh, so I just had to say the name"
110.4,Jazmin,,"So, how did they use that machine, though, because they talked about that too didn't they use that to investigate"
110.4,Jazmin,,Okay
110.4,Jazmin,,"Agile Teacher Lab: And yes, I was going to say the same thing is also that I, I don't understand why my answer is wrong"
110.4,Jazmin,,"Oh wait, I have to add that part to this to discover water"
110.2,Jazmin,,But then why is my answer wrong?
110.2,Jazmin,,"That was Farrah's answer, mine was about the small machine"
110.2,Jazmin,, I thought that that was be the right answer
110.2,Jazmin,,"Well, I guess if I look at it, like, it says like the lunar orbiter, right, that they sent up in space"
110.2,Jazmin,,"So, am I like more right because I was saying about the Orbiter and like Farrah is like sort of right? But you know, I'm like wondering"
110.2,Jazmin,, Like if my answers wrong
110.2,Jazmin,,"I guess my question is, like, so if Farrah's answer is right like is my answer wrong, just like the small machine like is that not like is that not the thing that like you used to discover the water like I'm confused"
110.2,Jazmin,,"So did they send the astronauts with the machine or did they just send the machine, Chris?"
110.2,Jazmin,,RER: The lunar orbiter?
110.2,Jazmin,,I said that it definitely would be useful because the scientists can drink water and and people can't survive without water
110.2,Jazmin,, But before we go to lunch
110.2,Jazmin,,"Unfortunately, we have to go to lunch"
110.2,Jazmin,, I just wanted to take a moment and I wanted to thank you for working with us today
110.2,Jazmin,, I saw that
110.2,Jazmin,," Okay, so when I was reading"
110.2,Jazmin,,"So yeah, so well"
110.2,Jazmin,, I thought we were all here because all of our answers are wrong
110.2,Jazmin,,"Yeah, yeah"
110.2,Jazmin,,Yeah yeah
110.2,Jazmin,,"So yeah, I think it was a small machine"
110.2,Jazmin,," And then I guess it lands on the moon, and then it would discover the water, I think"
110.2,Jazmin,, The lunar orbiter is what they sent because it was sent up and then they would like fly around the moon
110.2,Jazmin,,"Yeah, that's really cool"
110.2,Jazmin,,You can stay hydrated
110.2,Jazmin,," So if there was water, you could make a garden you could grow it using the water"
110.2,Jazmin,,Yes
110.2,Jazmin,,"Yeah, cuz I said that, yes, that there's convincing evidence and I said astronaut drink the water and stay hydrated and that you can't survive without water"
110.2,Jazmin,,"Oh, okay"
110.2,Jazmin,,"I guess not, I guess they must have used all of them like different, like the microscop and the lunar orbiter"
110.2,Jazmin,,"So, so how come I'm in this group"
110.2,Jazmin,,The question asked what equipment that they used to discover water on the moon
110.2,Jazmin,, And that's why I said I'm the small machine I that's why I picked the one from paragraph to because
110.2,Jazmin,,I can read the question
110.2,Jazmin,,"Yeah, I can say was just wondering, since I was thinking like that"
110.2,Jazmin,," It seemed like the Lunar Orbiter, we see that they use to discover the water"
110.2,Jazmin,, So is it both the microscope and the lunar orbiter is it just one?
110.2,Jazmin,,"Um, well, I mean, I just, I, I feel like I i put words down from from story and"
110.2,Jazmin,,harvard
110.2,Jazmin,,teachtoreacheveryreader@gse
110.2,Jazmin,,edu: So it is right
110.2,Jazmin,,I don't understand why my answer is wrong
110.2,Jazmin,,Thank you
110.2,Jazmin,," Yeah, I don't understand why my answers wrong"
110.2,Jazmin,," So, just add some more to my answer"
110.2,Jazmin,,"Oh, oh, okay"
110.2,Jazmin,,Since we're all in this small group
110.2,Jazmin,,"Oh Okay, so if I just put NASA sent a small machine then i'm right"
110.2,Jazmin,,"And I can, I can tell you where I found it, I found it in part to the beginning of Part two"
110.2,Jazmin,,Oh no I just circled small machine
110.2,Jazmin,,Oh
110.1,Jazmin,,Um I learned to make sure that I read the whole sentence or or that my answer is really clear
110.1,Jazmin,,He said that I support my answer right
110.1,Jazmin,,Uh huh
110.1,Jazmin,," Okay, um,"
110.1,Jazmin,,"I'm sorry, what's the answer"
110.1,Jazmin,," And I was like, I basically was looking at like the small and I just want like I still don't understand why my answers"
110.1,Jazmin,,That the first sentence or two
110.1,Jazmin,," Lawrence, but I didn't understand why my answer is wrong"
110.1,Jazmin,,Mr
110.1,Jazmin,, Yes
110.1,Jazmin,,Yes
110.1,Jazmin,, Yes
110.1,Jazmin,," And so yes, that's what I was thinking"
110.1,Jazmin,,"We take a bath here, and we drink water a lot"
110.1,Jazmin,, And I was remembering what Luis and Chris were talking about
110.1,Jazmin,," And yes, you need water to live"
110.1,Jazmin,, Okay
110.1,Jazmin,,That
110.1,Jazmin,, So I think that it's this small machine
110.1,Jazmin,, You just told Farrah that was the right answer
110.1,Jazmin,,Yeah
110.1,Jazmin,,I actually feel like I knew what each of the words meant
110.1,Jazmin,,So I said that NASA used like a small machine
110.1,Jazmin,,So it's the lunar orbiter?
110.1,Jazmin,,"Well, what I read was in paragraph two and it said in the first paragraph that NASA sent a small machine"
110.1,Jazmin,,"Um, so I was really interested in, like, I got like really about how be thinking, how cool it would be if you could grow this garden, that would be so pretty"
110.1,Jazmin,,"Well, I guess I still think my answer is right, that NASA used a small machine to get to the water"
110.1,Jazmin,," Okay, it's in the beginning, it says future astronauts could drink this water"
110.1,Jazmin,,"Oh yeah, yeah, yeah, I see it"
110.1,Jazmin,,"I said that NASA sent a small machine and but I was wondering like why my answer was wrong, because it seems like the right answer"
110.1,Jazmin,,"Yeah, so to me with the question means is it's asking like to testing our opinion and we have to say like yes or no, the answer is the asking is the evidence convincing and and so I said that, yes, the evidence is convincing, and that's because astronauts wanna"
110.1,Jazmin,,Thank you
110.1,Jazmin,,"Okay, so when I look and small machine"
110.1,Jazmin,, She basically I was looking in paragraph two and I was in the first sentence
110.1,Jazmin,," And I was thinking, basically what you could do"
110.1,Jazmin,," Is you could use the water to grow things, you could have a garden on the moon, in the craters"
110.1,Jazmin,,I think it would be valuable because astronauts can drink the water and they can stay hydrated and like you can't survive without water
110.1,Jazmin,,Okay
110.1,Jazmin,,"i'm sorry teacher, but how can it be right and my answer be great because we have two different answers"
110.1,Jazmin,, I said the equipment was a small machine from paragraph two
110.1,Jazmin,,"Oh, but, Miss Teacher I didn't have the microscope"
110.1,Jazmin,,Jazmin: Okay
110.1,Jazmin,, Go me
110.1,Jazmin,,teachtoreacheveryreader@gse
110.1,Jazmin,,harvard
110.1,Jazmin,,edu: I don't understand why my answer is wrong
110.1,Jazmin,,harvard
110.1,Jazmin,,edu: yeah i'm still kind of confused
110.1,Jazmin,,teachtoreacheveryreader@gse
110.1,Jazmin,,Excuse me teacher
110.1,Jazmin,,OK
110.1,Jazmin,,Thanks
110.1,Jazmin,,I got a different answer
110.1,Jazmin,,Yes
110.1,Jazmin,,It was right?
110.1,Jazmin,,and see me a little bit is still in display skin my
110.1,Jazmin,,Okay
110.1,Jazmin,,"Oh, thank you"
110.1,Jazmin,,"edu: And what it is, is a small machine called an orbiter"
110.1,Jazmin,,harvard
110.1,Jazmin,,teachtoreacheveryreader@gse
110.1,Jazmin,,Uh-huh
110.1,Jazmin,,I think equipment
110.1,Jazmin,,I don't understand why my answer is wrong
110.1,Jazmin,, They could drink the water
110.1,Jazmin,,I have to look again
110.1,Jazmin,, Water could be useful in lots of ways
110.1,Jazmin,,"Yeah, I can add this is Jazmin"
110.1,Jazmin,,"Okay, I said NASA sent a small machine"
110.1,Jazmin,,So that's not answer right just the small machine
110.1,Jazmin,,"Well,"
110.1,Jazmin,,"Okay, thank you for that Jazmin i'm i'm glad that you were able to revise your answer as well um so I Jazmin really quick, I just wanted to go back to Farrah for a little bit"
110.1,Jazmin,,Jazmin
110.1,Jazmin,,Agile Teacher Lab: Thank you
110.1,Jazmin,,I said NASA sent a small machine
110.1,Jazmin,,um well I kept the part I put about NASA cuz that's in the story too so
110.1,Jazmin,,yeah
110.1,Jazmin,,Okay
110.1,Jazmin,,I said that NASA sent a small machine
110.1,Jazmin,,"Yes, so I don't understand why my answer is wrong"
110.1,Jazmin,,that's what I was gonna say too
110.1,Jazmin,,Agile Teacher Lab: yeah that's what it says in the story
110.1,Jazmin,,I chose discover
110.1,Jazmin,,Yes
110.1,Jazmin,,OK
110.1,Jazmin,,"Okay, well, I circled discover"
110.1,Jazmin,,"I said NASA sent a small machine, and so I don't understand why my answers wrong"
110.1,Jazmin,,"Okay i got it, can I go"
110.1,Jazmin,,um yeah well I I changed my answer to
110.1,Jazmin,,Good yeah I don't know why my answers wrong too
110.1,Jazmin,,I said that
150.1,Luis,,yeah okay i'll i'll stick around
150.1,Luis,,Okay
150.1,Luis,," Um, I shouldn't be ni this group"
150.1,Luis,,"Um, excuse me"
150.1,Luis,, I already know all there is to know about space
150.1,Luis,,"Okay, yeah"
150.1,Luis,,Um no I didn't take a look yet
150.1,Luis,,"I'm excuse me, I shouldn't be in this group, I already know all about space"
150.1,Luis,,Okay
150.1,Luis,,"Excuse me, maam"
150.1,Luis,,"Um, oh, I guess, okay"
150.1,Luis,,I'm sorry
150.1,Luis,, I looked at the clock and it's it's time for us to go to lunch
150.1,Luis,,"Excuse me, I shouldn't be in this group, I already corrected my answer"
150.1,Luis,,"Yeah, I'm not sure"
150.1,Luis,, It's just that I didn't say enough?
150.1,Luis,,"Um, yeah, so I I think I need to be in this group, because I know all about space"
150.1,Luis,,"Um, yeah"
150.1,Luis,, So I don't think I really even the be in this group
150.1,Luis,," So I've kind of already like, I know all about space"
150.1,Luis,,I guess I'll
150.1,Luis,,OK
150.1,Luis,," I have to think about it, then"
150.1,Luis,, I know a lot about space
150.1,Luis,,"Excuse me, I shouldn't be in this group teacher"
150.1,Luis,,"Excuse me, I'm a teacher, I shouldn't be in this group I already know all about space"
150.1,Luis,, I have a question
150.1,Luis,, Yeah
150.1,Luis,, Luis is
150.1,Luis,,"I do, I do, I do"
150.1,Luis,," I think I understand, like, why that's that might be a better answer"
150.1,Luis,," So yeah, I think that I see"
150.1,Luis,,"Yeah, I didn't really read it the first time"
150.1,Luis,," I have a quick question, though"
150.1,Luis,,"Ah, yeah, I see it"
150.1,Luis,,Yeah okay yeah that sounds cool
150.1,Luis,,"Yeah, yeah, okay, I can stick around for that"
150.1,Luis,," Um, so yeah"
150.1,Luis,,Okay
150.1,Luis,," Um, so, in paragraph two, they talk about the Lunar Orbiter and then paragraph three, they talk about the microscope so"
150.1,Luis,," Um, there's a bunch of there's two different things where they're talking about equipment in here"
150.1,Luis,,"Yeah, I guess, you know, how do you find them?"
150.1,Luis,,Okay
150.1,Luis,,"I'm excuse me, I shouldn't be on this group, I am already know all about space"
150.1,Luis,,All okay
150.1,Luis,,"Okay, yeah, I can do that"
150.1,Luis,,"Excuse me, a teacher"
150.1,Luis,," I hadn't been on this group, I already know all about space"
150.1,Luis,,"Okay, yeah, I can do that"
150.1,Luis,,"Yeah, I could do that"
150.1,Luis,,Okay
150.1,Luis,,"Yeah, I can't"
150.1,Luis,,Okay
150.1,Luis,,"Excuse me, I shouldn't be in that spot"
150.1,Luis,, I already know all about space
150.1,Luis,,OK
150.1,Luis,,"Yeah, I guess so"
150.1,Luis,, Did you want me to give the answer
150.1,Luis,,"Um, yeah, I'm looking right now"
150.1,Luis,,"Yeah, I could do that"
150.1,Luis,, That sounds cool
150.1,Luis,,Yeah
150.1,Luis,,Excuse me teacher
150.1,Luis,,"Okay, yeah, I can stick around"
150.1,Luis,,I think the most important equipment was the microscope
150.1,Luis,,Uh-huh yeah I have it on my tablet right here
150.1,Luis,, And so I know that um scientists and astronauts like they have to use oxygen tanks to go to go to the moon
150.1,Luis,,"Okay, well, I don't know why mine was wrong, because, I mean, I know, I know a lot about space"
150.1,Luis,, They can't breathe
150.1,Luis,,"Um, cuz yeah well I mean yeah cuz well when you said okay, you don't need the oxygen tank to find water you need oxygen tank to breathe"
150.1,Luis,, Okay
150.1,Luis,," So, yeah, yeah"
150.1,Luis,, So I don't think I really need to be in this
150.1,Luis,," Um, so basically I was just saying that like I kind of know like all about space"
150.1,Luis,,"Yeah, no problem"
150.1,Luis,,"Well, I can stick around"
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,harvard
150.1,Luis,,edu: Sorry
150.1,Luis,,Okay
150.1,Luis,,"No, not yet, but I will"
150.1,Luis,,"Oh well, I just was off, I was gonna say that, like, I think I got everything figured out now, so I think i'm all good to go"
150.1,Luis,,Excuse me
150.1,Luis,,"Yes, excuse me"
150.1,Luis,,Okay
150.1,Luis,,I guess
150.1,Luis,,"Um, maybe I think"
150.1,Luis,,Agile Teacher Lab: yeah sounds good
150.1,Luis,, Okay
150.1,Luis,,All right
150.1,Luis,,"Excuse me, I shouldn't be in this group I already know all about space"
150.1,Luis,,yeah the Lunar orbiter
150.1,Luis,,Okay
150.1,Luis,, So I'm not even sure why why we're in this group
150.1,Luis,,"Um, yeah, and I want you answered our questions"
150.1,Luis,," Um, I shouldn't be in this group, I already know all about space"
150.1,Luis,,Excuse me
150.1,Luis,,harvard
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,edu: I mean ask me anything I know I know everything that I need to know
150.1,Luis,,harvard
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,edu: I mean well I know a lot about space
150.1,Luis,,harvard
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,edu: I shouldn't be in this group I already know all about space
150.1,Luis,,harvard
150.1,Luis,,edu: I shouldn't be in this group I already know all about space
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,harvard
150.1,Luis,,edu: OK
150.1,Luis,,yeah but didn't they use like oxygen takes to walk around and see the water?
150.1,Luis,,"yeah, I can do that"
150.1,Luis,,"that's cool, I guess, I can stick around"
150.1,Luis,,"Okay, I got it"
150.1,Luis,,"Yeah, it's me, Luis"
150.1,Luis,, I already know all about space
150.1,Luis,," Excuse me, I shouldn't be in this group"
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,edu: I think I got this all figured out now so i'm all good
150.1,Luis,,harvard
150.1,Luis,,"Oh, OK"
150.1,Luis,,Okay
150.1,Luis,,"Okay, I can do that"
150.1,Luis,, Yeah
150.1,Luis,,Oh
150.1,Luis,,"I gotta say if if I think it's a valuable or not, I think"
150.1,Luis,,OK
150.1,Luis,,"edu: Okay, all right, paragraph two, it says lunar orbit our land at the south Pole and"
150.1,Luis,,harvard
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,"Oh, oh, OK"
150.1,Luis,,"Okay, I guess, I can stick our out"
150.1,Luis,,OK
150.1,Luis,,"Guys, excuse me"
150.1,Luis,, That was pretty good
150.1,Luis,,"I mean, that sounds like a pretty good answer"
150.1,Luis,," I mean, with all the oxygen tanks and stuff"
150.1,Luis,," I mean, I think also Chris's answer"
150.1,Luis,,"Um, well, actually, our story"
150.1,Luis,," It's on our tablet right in front of us, so we can see it there"
150.1,Luis,,"Yeah, excuse me, I shouldn't be in this group, I already know all about space"
150.1,Luis,,"Um, I just want to remind do my dad as actually an astronaut"
150.1,Luis,,Excuse me
150.1,Luis,,"Um, yeah, okay"
150.1,Luis,,"Yeah, excuse me, I shouldn't be in this group, I already know all about space"
150.1,Luis,,Yeah
150.1,Luis,,And protective caps on here we go
150.1,Luis,,"Okay, yeah"
150.1,Luis,, Good for him
150.1,Luis,, We read it already
150.1,Luis,,We read it
150.1,Luis,,"So you're saying like, because it's, um, it's not in the story"
150.1,Luis,, OK
150.1,Luis,,OK
150.1,Luis,,"I'm excuse me, I shouldn't be in this group, I already know all about space"
150.1,Luis,, That's what I thought
150.1,Luis,, The lunar orbiter
150.1,Luis,,"Yeah, yeah, yeah"
150.1,Luis,, That's kind of what I thought our first place that it was was most like that
150.1,Luis,,"Okay, okay"
150.1,Luis,,Okay I love talking about space
150.1,Luis,,"Yeah, I think so"
150.1,Luis,, So we're talking and sharing and then rereading to find our partners answers
150.1,Luis,,"Um, yeah, excuse me, I shouldn't be in this group, I already know all about space"
150.1,Luis,,Sweet
150.1,Luis,,Oh ok ok ok that makes sense
150.1,Luis,,um yeah I you know I really got this figured out I think I'm all good
150.1,Luis,,Excuse me
150.1,Luis,,We read it already
150.1,Luis,,"Okay, yeah, sounds good to me"
150.1,Luis,,"Excuse me, I don't, I shouldn't be in this group, I already know all about space"
150.1,Luis,,That sounds okay
150.1,Luis,,"Yeah, we read that"
150.1,Luis,,"yeah so like I should make sure that I, I guess, like look closely at the reading is, that is, that is, that right?"
150.1,Luis,,Okay okay
150.1,Luis,,um yeah okay
150.1,Luis,,yeah um I shouldn't be in this group I already know all about space
150.1,Luis,,um yeah okay yeah
150.1,Luis,,um yeah Teacher I shouldn't be in this group I already know all about space
150.1,Luis,,Nah but I'm ok
150.1,Luis,,Okay
150.1,Luis,,Oh yeah oh OK that's fine
150.1,Luis,,"yeah um excuse me, I shouldn't be in this room, I already know all about space"
150.1,Luis,,yeah well actually I shouldn't be in this group I already know all about space
150.1,Luis,,um yeah
150.1,Luis,,"i'm excuse me, I shouldn't be in this group I already know all about space"
150.1,Luis,,"um excuse me, I shouldn't be in this group"
150.1,Luis,, I already know all about space
150.1,Luis,,yeah yeah it's right here
150.1,Luis,,"um yeah excuse me, I shouldn't be in this group I already know all about space"
150.1,Luis,,By
150.1,Luis,,um yeah I shouldn't be in this group I already know all about space
150.1,Luis,,teachtoreacheveryreader@gse
150.1,Luis,,harvard
150.1,Luis,,edu: Okay
150.1,Luis,,Okay okay okay
150.1,Luis,,um excuse me
150.1,Luis,, I I shouldn't be in this group I already know all about space
150.1,Luis,,yeah
150.1,Luis,, I can see why the orbiter is a better answer yeah than the oxygen tanks
150.1,Luis,,yeah I got it now
150.1,Luis,,"um yeah excuse me, I shouldn't be in this group I already know all about space"
150.1,Luis,,"um oh okay yeah there are this circle, the evidence and the text where Oh, that we can use to answer this question"
150.1,Luis,,"yeah um excuse me, I shouldn't be in this group I already know all about space"
150.1,Luis,,um yeah so I shouldn't be in this group I already know all about space
150.1,Luis,,"i'm excuse me, I shut me in this group I already know all about space"
150.1,Luis,,yeah well i'm I shouldn't be in this group I already know all about space
150.1,Luis,,"Excuse me, I shouldn't be in this group I already know all about space"
150.1,Luis,,Okay
150.1,Luis,,That sounds great yeah let's do it
150.1,Luis,,um yeah yeah okay
150.1,Luis,,"Um yeah we all read it, but I I don't think I shouldn't be in this group I already know all about space"
150.1,Luis,,um yeah
150.1,Luis,,um well I shouldn't be in this group I already know all about space
150.1,Luis,,yeah okay
150.1,Luis,,"Excuse me teacher, I don't think I should be in this group biology know all about space"
150.1,Luis,,"It does, I mean I just like don't like to write, you know I mean I feel like when I get the answer I got it and that's good"
150.1,Luis,,Okay that's fine great
150.1,Luis,,"i'm now, I think I was probably just thinking about my own space and watching videos on YouTube"
150.1,Luis,,uh huh okay
150.1,Luis,,yeah okay
150.1,Luis,,that's a good plan yeah
150.1,Luis,,"Excuse me, I shouldn't be in this group I already know all about space"
150.1,Luis,,Okay
150.1,Luis,,"teacher Okay, I think I got this all figured out now so i'm all good"
150.1,Luis,,"Excuse me teacher, but I shouldn't be in this group I already know all about space"
150.1,Luis,,"yeah I had that equipment, I said on oxygen tanks, in my answer"
150.1,Luis,,um yeah this is Luis I shouldn't be in this group I already know all about space
150.1,Luis,,um yeah Mr see I shouldn't be in this group I already know all about space
150.1,Luis,,Excuse me
150.1,Luis,,Sure do
150.1,Luis,,"um yeah so we read it, we read about the water on the moon and i'm thinking I shouldn't be in this group I already know all about space"
150.1,Luis,,"yeah so about the equipment, I was thinking that scientists they use a lot of equipment like oxygen tanks"
150.1,Luis,,um yeah so I shouldn't be and that's group I already know all about space
150.1,Luis,,Okay yeah
140.1,Luis,,"Yeah, he, he talks about it all the time"
140.1,Luis,," And like, that's how come I know so much about space"
140.1,Luis,,"Um, um, yeah, like on a car"
140.1,Luis,,"Oh, yeah, I know a lot about that equipment"
140.1,Luis,," I mean, that is pretty cool stuff"
140.1,Luis,,No
140.1,Luis,," That's like, wow"
140.1,Luis,," I didn't know anything about the Saturn stuff and the moons and, like, teeny-weeny aliens"
140.1,Luis,, I didn't know that
140.1,Luis,,"OK, cool"
140.1,Luis,," I mean there isn't gravity in space, but they're also isn't any oxygen and trees and carbon dioxide"
140.1,Luis,," So the site, so the astronauts have to wear these oxygen tanks in order to breathe when they're up in space, so they have, they have a whole a whole space suit"
140.1,Luis,,"Okay, because there isn't any gravity"
140.1,Luis,," Um, I already kind of know like all about space and like I kind of like know like all this stuff"
140.1,Luis,,"Um, so I just wanted to say"
140.1,Luis,, So I don't think I need to be in this group
140.1,Luis,,Yeah
140.1,Luis,,I yeah he works at that that's Dennis Space Center
140.1,Luis,," I'm in Mississippi, and he kind of like commute, so we don't get to see him as often as you know we like"
140.1,Luis,,Yeah yeah we talk on Skype all the time
140.1,Luis,," Like, all that kind of stuff"
140.1,Luis,,"Um, well, there's like, I know all about like rocket launches and I know about like you have to where spacesuits and oxygen tanks and like you know like I know that like space is a vacuum"
140.1,Luis,,"Oh man, I know all sorts of stuff"
140.1,Luis,, It's a vacuum
140.1,Luis,, So you have to use oxygen tanks at masks and I know that like
